inspection_id,license_,violation_count,Management,Hygienic_Practices,Food_Preparation,Pests_Rodents,Utensils_Equipment,Physical_Facilities,Compliance,inspection_type,risk,results,aka_name,latitude,longitude,logistic_model_prediction,random_forest_prediction,binary_result
2279374,2492706,15,4,1,3,0,3,3,0,Canvass,Risk 1 (High),Fail,WABI SABI ROTARY,41.96433623,-87.65462704,1,1,0
2279430,80065,0,0,0,0,0,0,0,0,Complaint,Risk 1 (High),No Entry,LITTLE BUCHAREST BISTRO,41.94792705,-87.7105289,0,0,3
2279416,2517823,4,2,1,0,0,1,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,HOME OF THE HOAGY,41.69231136,-87.65526825,1,1,1
2279422,2043549,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,La Taberna on Halsted,41.8653607,-87.64671741,0,0,3
2279368,1869346,0,0,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,TURQUOISE CAFE,41.94305483,-87.6827354,1,1,1
2279370,2646804,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 2 (Medium),Pass,MI VAQUITA,41.90233166,-87.74045894,1,1,1
2279372,2646800,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass,MI VAQUITA,41.90233166,-87.74045894,1,1,1
2279431,2511628,8,1,2,0,1,2,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,BRACKET ROOM,41.86502021,-87.64670786,1,1,1
2279367,25661,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Pass,MARK TWAIN ELEMENTARY,41.79905206,-87.75896524,1,1,1
2279386,63178,2,0,0,0,0,1,1,0,Canvass,Risk 1 (High),Pass,THIRD STAR/SIXES & EIGHTS/MAIN KITCHEN,41.85207557,-87.6188508,1,1,1
2279363,2646957,2,1,1,0,0,0,0,0,License Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,EASY SNACK,41.90952776,-87.74516846,1,1,1
2279395,1166808,2,0,0,0,0,1,1,0,Canvass,Risk 1 (High),Pass,MARKET,41.85207557,-87.6188508,1,1,1
2279383,2588727,7,3,1,0,1,2,0,0,Canvass,Risk 1 (High),Fail,GOURMET 45,41.88874104,-87.63708054,1,0,0
2279415,2626249,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Pass,THE VEGGIE GRILL,41.89323063,-87.63396462,1,1,1
2279425,2477187,2,0,0,0,0,0,2,0,Canvass,Risk 1 (High),Pass,PEACHTREE EDUCATIONAL DAYCARE INCORPORATED,41.69205556,-87.65826984,1,1,1
2279443,1573995,21,2,2,3,2,5,2,0,Complaint,Risk 1 (High),Fail,TNT PIZZA & BEEF,41.81887826,-87.64099728,0,0,0
2279412,2419505,6,0,1,0,0,1,3,0,Complaint,Risk 3 (Low),Pass w/ Conditions,DOLLAR TREE,41.94238351,-87.72901086,1,1,1
2279417,38365,19,2,6,1,1,2,4,0,Canvass,Risk 1 (High),Pass w/ Conditions,AUGIE'S,41.92862499,-87.6716145,0,1,1
2279396,2641967,0,0,0,0,0,0,0,0,License,Risk 1 (High),Pass,GRANT PARK BISTRO,41.87181181,-87.6243155,1,1,1
2279426,1492342,8,3,1,0,0,1,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,SUBWAY,41.79551639,-87.76292466,1,1,1
2279440,7778,10,4,1,0,1,1,2,0,Canvass,Risk 1 (High),Fail,NANCY'S HOME OF STUFFED PIZZA,41.93581018,-87.64440388,1,0,0
2279421,2204272,5,0,0,1,0,2,2,0,Canvass Re-Inspection,Risk 1 (High),Pass,THE ATRIUM,42.01143331,-87.66702076,1,1,1
2279428,2109706,14,2,2,1,1,2,5,0,Canvass,Risk 2 (Medium),Fail,AL'S UNDER THE L,41.88424821,-87.6992664,0,0,0
2279365,1878519,4,0,1,0,1,1,1,0,Canvass,Risk 1 (High),Fail,St. Viator,41.9464399,-87.73073818,1,0,0
2279384,2397771,3,2,1,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,HAKKA BAKKA,41.92515254,-87.66040883,1,1,1
2279371,23831,2,0,0,0,0,0,2,0,Canvass,Risk 1 (High),Pass,Holmes,41.79376044,-87.64977785,1,1,1
2279406,2327216,8,2,1,0,0,4,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,LITO'S EMPANADAS,41.86920558,-87.66316445,1,1,1
2279444,1892860,7,4,1,0,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,COSTA ALEGRE,41.91696685,-87.73335306,1,1,1
2279419,1648811,6,1,0,1,0,1,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,TASTE BAR CAFE,41.89774086,-87.62396132,1,1,1
2279379,70070,1,0,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,CHICAGO MILITARY ACADEMY HIGH SCHOOL,41.83063811,-87.6191811,1,1,1
2279447,1300871,0,0,0,0,0,0,0,0,Canvass,Risk 2 (Medium),No Entry,ART ZONE GALLERY CAFE,41.98316084,-87.71045236,0,0,3
2279364,2215709,3,0,0,0,0,0,3,0,License Re-Inspection,Risk 1 (High),Pass,DR. EFFIE O. ELLIS YMCA HEAD START,41.88065318,-87.70626006,1,1,1
2279402,2215706,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass,MCCORMICK YMCA,41.91467558,-87.7192871,1,1,1
2279381,2641966,2,2,0,0,0,0,0,0,License,Risk 1 (High),Pass,GRANT PARK BISTRO,41.87181181,-87.6243155,1,1,1
2279414,31100,8,3,1,0,0,2,2,0,Complaint,Risk 1 (High),Pass w/ Conditions,EL GORDO RESTAURANT,41.9386272,-87.77083025,1,1,1
2279432,3644,8,3,1,1,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,MAN-JO-VIN,41.94037401,-87.67852421,1,1,1
2279397,2163983,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,BRIDGET MCNEILL'S,41.94021289,-87.64044977,0,0,3
2279429,51951,2,0,1,0,0,0,0,1,Canvass,Risk 1 (High),Pass w/ Conditions,SMOKEHOUSE RESTAURANT,41.75466012,-87.74138476,1,1,1
2279408,1932369,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,VERANDA,41.95325817,-87.76951203,0,0,3
2279424,2563826,1,1,0,0,0,0,0,0,Canvass,Risk 1 (High),Pass,RICA AREPA VENEZUELAN CAFE,41.91696265,-87.73366744,1,1,1
2279398,2522661,5,1,1,0,0,0,3,0,License,Risk 2 (Medium),Pass w/ Conditions,HAP'S GRILL FISH AND CHICKEN,41.76871573,-87.65892186,1,1,1
2279439,32318,12,5,2,1,0,1,1,1,Canvass Re-Inspection,Risk 2 (Medium),Fail,GOLD COAST DOGS,41.87853128,-87.63942746,1,0,0
2279418,2652970,2,1,1,0,0,0,0,0,License,Risk 1 (High),Pass w/ Conditions,HELLO JASMINE,41.8545508,-87.63028972,1,1,1
2279413,2398386,6,3,0,0,0,0,2,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,BAND OF BOHEMIA,41.96735785,-87.67481912,1,1,1
2279388,24611,9,0,1,1,2,1,4,0,Canvass,Risk 1 (High),Fail,MOZART ELEM.SCHOOL & BRANCH ANNEX,41.92092734,-87.72192541,0,0,0
2279404,2647241,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,WABI SABI ROTARY,41.96433623,-87.65462704,0,0,3
2279405,2079741,5,0,1,1,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,"NEW YORK DELI, INC.",41.80945774,-87.61883286,1,1,1
2279442,2535691,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,"A 87  CAFE AND RESTAURANT,CORP",41.960675,-87.72911256,0,0,3
2279392,2555515,1,0,0,1,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,CHICAGO TEACHERS UNION FOUNDATION,41.8876023,-87.67449183,1,1,1
2279375,2470306,2,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,LATIN SCHOOL OF CHICAGO MIDDLE SCHOOL,41.91108515,-87.6306321,1,1,1
2279393,2636268,3,0,1,0,1,0,1,0,Complaint,Risk 3 (Low),Fail,DOLLAR ISLAND,41.9310402,-87.77519907,0,0,0
2279411,1718535,2,0,0,1,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,MEI'S KITCHEN,41.86900222,-87.62427007,1,1,1
2279427,2438029,8,3,2,1,0,2,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,CENTENNIAL CRAFTED BEER & EATERY,41.89574012,-87.63254635,1,1,1
2279382,2294115,16,4,2,2,0,4,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,HOLIDAY CLUB,41.95453269,-87.65469302,1,1,1
2279435,1598177,15,4,1,0,2,4,3,0,Canvass,Risk 1 (High),Fail,THE BRISTOL,41.92105542,-87.67788657,0,0,0
2279401,2627302,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Fail,DISTRICT BREW YARDS,41.88937163,-87.66694921,1,1,0
2279347,2125189,4,2,1,0,0,1,0,0,Complaint,Risk 1 (High),Pass w/ Conditions,AL'S BEEF,41.93221699,-87.68803328,1,1,1
2279318,2224978,7,1,3,0,0,2,1,0,Canvass Re-Inspection,Risk 1 (High),Fail,SAINT CAJETAN,41.68968307,-87.68305505,1,0,0
2279325,2495714,6,1,0,1,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,CAFE TOLA II,41.94267996,-87.69806831,1,1,1
2279317,2574611,9,3,1,0,0,2,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,LA CASA DEL PUEBLO,41.85694295,-87.66211998,1,1,1
2279286,2653041,5,2,1,0,0,1,1,0,License,Risk 2 (Medium),Pass w/ Conditions,BULL DOG  BAKERY II,41.93964661,-87.69847901,1,0,1
2279329,2631368,2,1,0,1,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass,DALEY'S RESTAURANT,41.78055964,-87.60578666,1,1,1
2279297,43956,3,0,1,0,0,0,2,0,Canvass,Risk 1 (High),Pass,PORETTA'S RESTAURANT,41.94759578,-87.76696294,1,1,1
2279315,1980935,4,2,0,0,0,1,1,0,Canvass Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,RAHMAT GROCERY & ZAHIBA HALAL MEAT,41.99792361,-87.68495311,1,1,1
2279309,1992050,6,4,0,0,0,2,0,0,Complaint,Risk 1 (High),Pass w/ Conditions,SABLE/ BANQUET,41.89105524,-87.62789763,1,1,1
2279292,2636563,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,EMECHE CAKERY & CAFE,41.83131852,-87.62040842,0,0,3
2279280,2511317,1,0,0,1,0,0,0,0,License,Risk 1 (High),Pass,ABC LEARNING CENTER II,41.70779696,-87.64300414,1,1,1
2279351,2536562,6,2,0,1,0,2,1,0,Complaint,Risk 2 (Medium),Pass w/ Conditions,DUNKIN DONUTS,41.96820018,-87.71320847,1,1,1
2279281,2642004,4,2,1,0,0,0,1,0,License Re-Inspection,Risk 1 (High),Pass w/ Conditions,EINSTEIN BAGELS/ DECOLORES,41.78932932,-87.74164564,1,1,1
2279357,40530,1,0,0,1,0,0,0,0,Canvass Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,DUNKIN DONUTS,42.0116069,-87.80678668,1,1,1
2279349,2271391,10,3,0,0,0,3,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,CASA YARI,41.92479632,-87.71012068,1,1,1
2279354,1726,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,NEW ARCHVIEW RESTAURANT INC,41.83069228,-87.67740468,0,0,3
2279293,2529849,7,3,1,0,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,KITCHEN 17,41.93864794,-87.64449909,1,1,1
2279326,2630672,9,2,0,1,0,1,3,1,Canvass Re-Inspection,Risk 1 (High),Fail,LUELLA'S GOSPEL BIRD,41.91804839,-87.67748461,1,0,0
2279327,2622063,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,DEVIL DAWGS,41.93981315,-87.65309086,0,0,3
2279333,10229,9,3,2,2,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,CHICKEN INN,42.01807882,-87.80697947,1,1,1
2279344,2093573,9,3,1,0,0,1,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,NINO'S,41.88008392,-87.64099078,1,1,1
2279288,3024713,2,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,LAWRENCE HALL YOUTH SERVICE THERAPEUTIC SCHOOL,41.96950446,-87.70041352,1,1,1
2279299,30081,5,0,0,1,0,0,4,0,Canvass,Risk 1 (High),Fail,FREDERICK STOCK ELEMENTARY SCHOOL,42.0168639,-87.81420664,1,1,0
2279358,2631929,11,2,1,0,0,3,3,1,Canvass,Risk 1 (High),Pass w/ Conditions,DONA NATYS TACOS,41.89587067,-87.67282139,0,0,1
2279335,2617034,10,4,0,3,0,0,0,0,Complaint,Risk 1 (High),Pass w/ Conditions,MARKET CREATIONS,41.88323435,-87.63664906,1,1,1
2279345,2492555,8,3,1,0,0,1,2,0,Complaint,Risk 1 (High),Pass w/ Conditions,BETTER GOURMET RESTAURANT,41.8552817,-87.63199264,1,1,1
2279341,53111,3,0,0,0,0,1,2,0,Canvass Re-Inspection,Risk 1 (High),Pass,Manley (H/S),41.87091163,-87.69988652,1,1,1
2279336,2615751,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,LET'S EAT THAI,41.85045102,-87.65879786,0,0,3
2279340,4978,9,2,1,2,1,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,GERTIE'S ICE CREAM/LINDY'S CHILI,41.75504428,-87.72231551,0,1,1
2279350,2627381,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,MOTI,41.89494811,-87.63086595,0,0,3
2279285,2527657,3,0,1,0,0,0,2,0,Canvass,Risk 1 (High),Fail,STEM MAGNET ACADEMY,41.86860344,-87.66496329,1,1,0
2279355,2583156,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,JERK TACO MAN,41.75388249,-87.62448276,1,1,1
2279332,2595377,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,TOLEDO RESTAURANT,41.99547888,-87.71287527,0,0,3
2279296,2422792,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,FOOD FIRST CHICAGO,41.93964661,-87.69847901,0,0,3
2279302,1943409,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,LAS ISLAS MARIAS,41.84785765,-87.72479531,1,1,1
2279319,2542650,9,1,2,0,1,3,2,0,Canvass,Risk 1 (High),Fail,WAHMEI FOOD CORP,41.84886789,-87.63178011,0,0,0
2279311,1992060,0,0,0,0,0,0,0,0,Canvass,Risk 2 (Medium),Pass,SABLE/ BANQUET,41.89105524,-87.62789763,1,1,1
2279308,2647310,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,EL ASADERO COLOMBIANO,41.96782599,-87.76762486,0,0,3
2279710,76943,0,0,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),No Entry,ORIENTAL CHEF,41.73592705,-87.64616369,0,0,3
2279300,2642181,3,1,2,0,0,0,0,0,License,Risk 1 (High),Pass w/ Conditions,BROWN BAG SEAFOOD CO.,41.88508946,-87.63840559,1,1,1
2279294,3228661,1,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,DANIEL S.WENTWORTH (MAIN),41.76510322,-87.6582125,1,1,1
2279343,3953,13,2,2,2,0,2,4,0,Canvass,Risk 1 (High),Pass w/ Conditions,TEL AVIV RESTAURANT INC,41.99719738,-87.69948056,1,1,1
2279320,25681,4,0,1,0,0,0,3,0,Canvass,Risk 1 (High),Fail,ALESSANDRO VOLTA ELEMENTARY,41.97160605,-87.72464139,1,1,0
2279283,1422751,8,3,2,0,0,1,2,0,Canvass,Risk 2 (Medium),Fail,STARBUCKS COFFEE,41.9923449,-87.7103231,1,0,0
2279338,35634,2,1,0,0,0,0,1,0,Complaint,Risk 1 (High),Pass w/ Conditions,GIORDANO'S PIZZA,41.95296188,-87.77541371,1,1,1
2279321,2405622,5,0,2,2,0,0,0,1,Complaint,Risk 2 (Medium),Fail,DUNKIN DONUTS & BASKIN ROBBINS,41.7828162,-87.68388599,0,0,0
2279282,2642005,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass w/ Conditions,EINSTEIN BAGELS/ DECOLORES,41.78932932,-87.74164564,1,1,1
2279303,2035,11,1,1,0,1,2,6,0,Canvass,Risk 1 (High),Fail,ESPERANZA SCHOOL,41.89162413,-87.66853216,0,0,0
2279290,3228640,1,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,DANIEL S. WENTWORTH ANNEX,41.76654255,-87.65885836,1,1,1
2279316,1969388,5,1,2,0,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,CHICAGO' S DOG HOUSE,41.92555423,-87.64943871,1,1,1
2279360,1969664,10,3,2,3,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,P & S Meats,42.01825599,-87.80713467,1,1,1
2279328,2359271,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Pass,FIRECAKES TRUCK,41.89013639,-87.63065655,1,1,1
2279287,28038,4,1,2,1,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,TAI WAH GROCERY,41.8521272,-87.632144,1,1,1
2279356,2246700,6,1,1,1,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,DOC B'S FRESH KITCHEN,41.90009663,-87.62535934,1,1,1
2279307,2437109,10,2,1,0,0,1,6,0,Canvass Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,SANDARBAN'S FISH BAZAAR,41.99792158,-87.6850748,1,1,1
2279331,2563681,6,2,1,0,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,THAI THANK YOU,41.9409191,-87.66968717,1,1,1
2279339,2458231,9,2,1,0,1,1,4,0,Complaint,Risk 1 (High),Fail,TONY'S CHINESE & AMERICAN RESTAURANT,41.92229033,-87.78469456,0,0,0
2253211,1648410,9,3,1,0,0,1,3,0,Complaint,Risk 1 (High),Pass w/ Conditions,MORELIA SUPERMARKET #2,41.93140629,-87.74793697,1,1,1
2279284,2243639,2,1,1,0,0,0,0,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,ST. PROCOPIUS SCHOOL,41.85898336,-87.65753444,1,1,1
2279334,2483905,8,2,2,0,0,0,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,ALBA'S RESTAURANT,41.89586445,-87.67319973,1,1,1
2279323,2589784,4,0,0,3,0,0,1,0,Complaint,Risk 1 (High),Pass,ASTER HALL,41.8992486,-87.62427498,1,0,1
2279342,8601,7,0,0,2,0,3,2,0,Canvass,Risk 1 (High),Pass,WALDO COONEY'S PIZZA,41.69189208,-87.68169804,1,1,1
2279314,22321,4,0,2,0,0,1,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,Bridge Elementary School,41.94915063,-87.79870722,1,1,1
2279301,47091,11,0,5,0,2,1,3,0,Canvass,Risk 1 (High),Fail,Chicago Agricultural  (H/S),41.69119388,-87.71773863,0,0,0
2279304,23045,4,1,0,0,0,1,2,0,Canvass,Risk 2 (Medium),Fail,STARBUCKS COFFEE,41.90381264,-87.6300569,1,0,0
2279322,2457434,4,1,1,0,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,FIVE GUYS BURGERS & FRIES,41.881163,-87.64131725,1,1,1
2279289,2447181,4,1,0,1,0,0,2,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,SYMPHONY OF BEVERLY,41.7354034,-87.69625291,1,1,1
2279348,2263707,2,0,0,0,0,1,1,0,License,Risk 2 (Medium),Pass,CHEESIE'S PUB & GRUB,41.85045102,-87.65879786,1,1,1
2279305,2026584,10,1,1,2,0,1,4,0,Canvass,Risk 1 (High),Pass w/ Conditions,SPECIALTY'S CAFE & BAKERY,41.88046315,-87.64080388,1,1,1
2279337,1868847,7,2,1,1,1,1,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,PHO VIET,41.97270689,-87.65962161,1,1,1
2279693,2231808,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,FLAGSHIP TAVERN & GRILL,41.93979302,-87.66961665,0,0,3
2279346,2551222,6,1,2,0,0,2,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,ALOHA POKE,41.92555288,-87.64951548,1,1,1
2279313,25693,8,1,1,0,0,3,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,ROSEBUD CAFE,41.86940905,-87.66419709,1,1,1
2279312,2496691,5,2,1,1,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,LAWRENCE'S FISH & SHRIMP,41.73527725,-87.70330473,1,1,1
2279291,27121,11,1,1,2,0,3,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,VINCI,41.91377314,-87.64850695,1,1,1
2279298,3240688,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Pass,IDA B WELLS,41.82732778,-87.61978251,1,1,1
2279330,2202338,7,3,1,0,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,TAQUERIA SABOR Y SAZON,41.8545692,-87.66413574,1,1,1
2279352,1381397,7,0,1,1,1,1,3,0,Complaint,Risk 3 (Low),Fail,FAMILY DOLLAR #5630,41.74787838,-87.64410803,0,0,0
2279306,1982068,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Pass,MARIANO AZUELA ELEMENTARY,41.77105158,-87.73992325,1,1,1
2279359,2204373,6,0,0,2,0,2,2,0,Canvass Re-Inspection,Risk 1 (High),Pass,THE WATERFORD,42.01757052,-87.66538488,1,1,1
2279324,2506479,0,0,0,0,0,0,0,0,Complaint,Risk 1 (High),No Entry,LOVE TACO,41.80189764,-87.62220009,0,0,3
2279310,24531,8,0,2,0,1,2,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,JAMES MONROE ELEMENTARY,41.92996135,-87.71921246,0,0,1
2279353,1543762,9,0,1,0,0,4,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,POTBELLY SANDWICH WORKS,41.8691916,-87.66401334,1,1,1
2269179,1694688,18,3,1,3,1,6,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,EPPLES RESTAURANT,41.8673415,-87.64141414,0,0,1
2279255,2506646,15,3,2,2,0,4,2,1,Canvass,Risk 1 (High),Pass w/ Conditions,TAQUERIA LA CIUDAD INC,41.80293871,-87.66467188,0,1,1
2269190,2046680,5,1,2,1,0,0,1,0,Recent Inspection,Risk 1 (High),Pass w/ Conditions,ANNUNCIATA SCHOOL,41.69193963,-87.53205799,1,1,1
2279222,2627385,2,1,0,1,0,0,0,0,License,Risk 1 (High),Pass,OCEAN PRIME,41.8881139,-87.6251724,1,0,1
2279254,1383262,15,1,2,3,2,3,3,0,Complaint,Risk 1 (High),Fail,LILY SUPERMARKET,41.7159162,-87.53513061,0,0,0
2279275,2510601,11,3,3,1,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,SWANSON'S DELI &  BEVERLY RITZ CATERING,41.70648711,-87.68230268,1,1,1
2279236,2646483,6,0,1,0,0,2,3,0,License Re-Inspection,Risk 1 (High),Pass w/ Conditions,THAI SPOON AND SUSHI,41.87434627,-87.62584808,1,1,1
2269180,1948193,11,3,2,2,1,0,2,1,Canvass,Risk 1 (High),Fail,SUBWAY,41.87679744,-87.63325591,0,0,0
2279242,2083631,4,1,1,0,0,1,1,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,Paleteria Reina De Sabores,41.96838058,-87.70420549,1,1,1
2279263,2647154,7,1,1,0,0,1,4,0,License,Risk 2 (Medium),Fail,CHARLY'S BURGERS,41.92304436,-87.74641601,1,0,0
2269203,40530,10,1,0,2,0,0,7,0,Canvass,Risk 2 (Medium),Fail,DUNKIN DONUTS,42.0116069,-87.80678668,1,0,0
2279214,51091,17,0,6,2,1,1,7,0,Canvass,Risk 1 (High),Fail,Clemente Comm  (H/S),41.90262318,-87.68686934,0,0,0
2279220,2564571,10,2,1,1,0,2,4,0,Canvass,Risk 1 (High),Pass w/ Conditions,AMERICAN WILDBURGER,41.88199434,-87.63975868,1,1,1
2279227,2517704,6,0,1,0,0,2,3,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,THAI SPOON AND SUSHI,41.87434627,-87.62584808,1,1,1
2269191,2652683,7,2,1,0,0,2,2,0,License,Risk 1 (High),Fail,MI LINDA COSTA CHICA,41.92416136,-87.76045394,1,0,0
2269201,2204244,12,1,4,2,0,1,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,BIRCHWOOD PLAZA,42.01829851,-87.66685818,1,1,1
2279260,2275647,7,3,0,1,0,0,3,0,Canvass,Risk 1 (High),Fail,JEWISH DAY SCHOOL,41.80019823,-87.5855604,1,0,0
2269195,2647297,5,0,1,0,1,1,2,0,License,Risk 1 (High),Fail,CICS WRIGHTWOOD CAMPUS,41.74536617,-87.69265107,0,0,0
2279238,16739,2,1,1,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,FRANCO'S RISTORANTE,41.83831429,-87.63416683,1,1,1
2279257,2575042,10,1,1,1,0,3,2,1,Canvass Re-Inspection,Risk 1 (High),Fail,CHEESIE'S PUB & GRUB / SLICE OF CHEESIE'S,41.94002724,-87.65373273,1,0,0
2279225,26609,2,2,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,LA FERIA GROCERY,41.71891216,-87.5511743,1,1,1
2279213,26701,3,0,0,1,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,FAIRFIELD ACADEMY,41.78086789,-87.69207758,1,1,1
2279265,2185066,6,2,2,0,0,0,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,BOSS BAR,41.88990488,-87.63122455,1,1,1
2269193,24711,2,0,1,0,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,Norwood Park Elementary School,41.98818136,-87.80299207,1,1,1
2279240,1142567,6,3,1,0,0,1,1,0,Complaint Re-Inspection,Risk 1 (High),Pass w/ Conditions,AMARIND'S RESTAURANT,41.90912363,-87.79574987,1,1,1
2279253,2647136,8,3,1,2,0,1,0,0,License,Risk 1 (High),Pass w/ Conditions,BELLA! BACINO'S,41.88692341,-87.62538653,1,1,1
2269196,11180,5,0,0,1,0,2,2,0,Canvass,Risk 1 (High),Pass,RUSH UNIVERSITY MEDICAL CENTER,41.87409301,-87.66925602,1,1,1
2279274,2294209,8,3,1,0,1,1,2,0,Canvass,Risk 1 (High),Fail,SAKURA KARAOKE BAR,41.85294484,-87.63322445,1,0,0
2279276,2363821,15,5,3,1,0,2,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,"ASIAN CHOPSTICKS, INC",41.86753929,-87.62612469,1,1,1
2279259,2470577,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,KITSUNE,41.95867813,-87.68176383,0,0,3
2279267,2516916,15,2,0,0,1,6,4,2,Canvass,Risk 1 (High),Fail,D'AGOSTINOS PIZZA,41.9469642,-87.6636616,0,0,0
2269198,2632295,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,WINESTYLES,41.9940438,-87.80211988,0,0,3
2279248,1122790,0,0,0,0,0,0,0,0,Complaint,Risk 1 (High),Pass,VITO & NICKS,41.73932941,-87.72143966,1,1,1
2279252,2647137,1,1,0,0,0,0,0,0,License,Risk 3 (Low),Pass w/ Conditions,BELLA! BACINO'S,41.88692341,-87.62538653,1,1,1
