license_,aka_name,latitude,longitude,avg_violations,times_inspected,binary_results,model_prediction,logistic_model_prediction
2484224,VISTA HERMOSA EXPRESS,41.85232923,-87.69531189,6,1,1,0,0
23045,STARBUCKS COFFEE,41.90381264,-87.6300569,3,2,1,0,0
2385432,PALETERIA CARRUCEL,41.92198993,-87.7837099,3,1,1,0,0
1800580,MATHER'S MORE THAN A CAFE,41.93965426,-87.76639052,4,1,1,0,0
2294209,SAKURA KARAOKE BAR,41.85294484,-87.63322445,6,2,1,0,0
2368738,BURGER KING,41.75015323,-87.70319152,6,1,1,0,0
2278844,LA CASA DEL PAN BAKERY,41.96284106,-87.70844226,7.666666667,3,1,0,0
2412388,NEW CAJUN GRILL,41.75466012,-87.74138476,8,1,1,0,0
2631706,BOMBAY HOUSE & GRILL,41.87684968,-87.64198533,6.5,2,2,0,0
2543509,PITA PIT,41.9255191,-87.64907014,5,1,1,1,1
2647297,CICS WRIGHTWOOD CAMPUS,41.74536617,-87.69265107,2.5,2,1,0,0
2657732,LA MICHOACANA,41.85221428,-87.68031994,5,1,1,0,0
1948193,SUBWAY,41.87679744,-87.63325591,9,2,1,0,0
2129639,EGGYS,41.88539005,-87.61898671,6,2,1,0,0
2385445,PALETERIA CARRUCEL,41.92198993,-87.7837099,0,1,1,0,0
2068658,PANADERIA DEL REFUGIO,41.85778018,-87.66045212,10,2,1,0,0
2609668,KAYBEE'S INDIAN FLAVOR,41.90450211,-87.64826687,14,1,1,0,0
2626654,TEZCAL RESTAURANT,41.95957153,-87.70804923,3,1,1,0,0
2641817,KINGS SOUL FOOD GALLERY,41.74736814,-87.60498038,7,2,2,0,0
2647867,INTERNATIONAL NEWS,41.97018002,-87.76259589,5,1,1,0,0
15004,ARTEMIO'S BAKERY #2,41.90821988,-87.67386766,9,1,1,0,0
2632314,ENVISION UNLIMITED WESTTOWN  CENTER,41.91381278,-87.71003857,2,2,2,0,0
2535330,MIDTOWN ATHLETIC CLUB AND HOTEL,41.92584529,-87.67883572,13.33333333,6,2,0,0
1479601,LA HACIENDITA TAQUERIA,41.80818631,-87.70743369,7,1,1,1,1
1986871,ETHIOPIAN DIAMOND II RESTAURANT,42.01881279,-87.67592023,14.33333333,3,2,0,0
2035,ESPERANZA SCHOOL,41.89162413,-87.66853216,8,2,1,0,0
2215547,THE CHALKBOARD,41.91477745,-87.64066696,3,1,1,1,1
2458231,TONY'S CHINESE & AMERICAN RESTAURANT,41.92229033,-87.78469456,6.333333333,3,2,0,0
2350277,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,41.88085208,-87.6715854,1,1,1,0,0
2560203,"HERB & ALCHEMY, INC.",41.93245648,-87.65813397,3.5,2,1,0,0
47091,Chicago Agricultural  (H/S),41.69119388,-87.71773863,7,3,2,0,0
2363848,BRIGHT BEGINNINGS EARLY LEARNING CENTER LLC,41.93396417,-87.7173909,1,2,2,0,0
2432724,WRIGLEY GIC BUILDING,41.90726025,-87.65680417,1.5,2,2,0,0
2216042,MUSTARDSEED LEARNING CENTER,41.69148729,-87.71287071,5,1,1,0,0
32318,GOLD COAST DOGS,41.87853128,-87.63942746,9.333333333,3,1,0,0
2013707,Daallo Meat & Grocery,41.99768212,-87.69891316,10,1,1,0,0
2517587,L & B KITCHEN,41.88017546,-87.76196224,6.666666667,3,1,0,0
1738777,TACO & BURRITO PALACE,41.92706415,-87.64867086,6,1,1,1,1
23461,ROBERT L. GRIMES ELEMENTARY,41.77549238,-87.75876919,0,1,1,0,0
2501814,AM THAI RESTAURANT,41.96127135,-87.71046267,5,1,1,0,0
2042118,ROLLAPALOOZA,41.94312984,-87.64951169,7,1,1,0,0
1094341,BOUEFGHAUS,41.89983387,-87.68709616,10,1,1,1,1
2269986,LU'S DELI/ CATERING,41.89764609,-87.62711576,9,1,1,0,0
2657788,LA CABANITA,41.7063238,-87.55483677,6.5,2,2,0,0
1968756,TAQUERIA EL KACHETON,41.92556675,-87.75634698,5.5,2,2,0,0
26631,DePriest Elementary,41.87799914,-87.7662615,0,1,1,0,0
22731,Clay,41.65455937,-87.544577,2,1,1,0,0
2616268,RICCARDO OSTERIA,41.88545575,-87.65315631,0,1,1,0,0
1980309,BAKERS SQUARE,41.97520211,-87.80721129,2.5,2,1,0,0
2192636,EDWARDS ECC,41.80241341,-87.74683345,1,1,1,1,1
8221,SIDE STREET SALOON,41.93437222,-87.66585652,11.5,2,2,0,0
2631035,GALIT,41.92611888,-87.64949251,0.5,2,1,0,0
2637263,FLAMINGO RUM CLUB,41.85045102,-87.65879786,1,1,1,0,0
2162440,ATTOCK SUBMARINE,41.72836464,-87.55089731,10.5,2,2,0,0
2463208,TUMI RESTAURANT,41.92471073,-87.69607158,21,2,2,0,0
1044714,CHIPOTLE MEXICAN GRILL,41.90383566,-87.62882611,2,2,1,0,0
2616683,PARKVIEW FOOD & LIQUORS,41.7412816,-87.71390133,0,1,2,0,0
23101,Ellington Elementary School,41.885506,-87.76655157,1,1,1,0,0
2215878,DOWNTOWN CHILDRENS LEARNING PLACE,41.88911847,-87.61775488,3,1,1,0,0
1948112,FULLERTON RESTAURANT,41.92500993,-87.68770475,12,1,1,0,0
1975927,90 MILES CUBAN CAFE,41.91764973,-87.69145787,14.5,2,1,1,1
2089154,BEGGAR'S PIZZA,41.79924425,-87.74280079,5,1,1,0,0
19826,POTASH BROS,41.8988782,-87.62811115,14,1,1,0,0
2548999,SUBWAY,41.99959506,-87.66053179,8,1,1,0,0
2065167,MELI CAFE ON GRAND,41.89198652,-87.63422437,2.5,2,2,0,0
6355,ST. THOMAS THE APOSTLE,41.79602399,-87.5964175,2,1,1,0,0
2528875,"POLISH HOUSE.  LUNCH, DINNER & SPECIALS",41.93840481,-87.77105967,5,1,1,1,1
2642043,ROTHSCHILD LIQUORS,41.86641381,-87.71424168,2,3,1,0,0
1620610,"VISANU THAI 55, INC.",41.79507801,-87.58728422,3.5,2,1,0,0
34521,THE LITTLE CORNER SNACK SHOP,41.99010851,-87.66012216,5,1,1,0,0
2219965,BEAVERS COFFEE & DONUTS,41.88418751,-87.64111967,8,2,1,0,0
2501517,"L&L ACADEMY AND PRESCHOOL, LLC",41.90305694,-87.67858882,2,1,1,0,0
2327448,SHOP & SAVE  MARKET #2100,41.99598529,-87.78763712,15,1,1,0,0
1893655,MARISCOS LAS ISLITAS,41.84700446,-87.68564732,6,3,2,0,0
2114550,CHICAGO PIZZERIA,41.99349496,-87.78402774,14,1,1,0,0
2595377,TOLEDO RESTAURANT,41.99547888,-87.71287527,1,2,1,1,1
2646966,CITY TAP HOUSE,41.88688102,-87.64952306,0,1,1,0,0
2088686,FILINI BAR & RESTAURANT,41.88631251,-87.62054177,8,1,1,1,1
2178035,EL KAPORAL,41.80111415,-87.72792013,6,1,1,0,0
2647154,CHARLY'S BURGERS,41.92304436,-87.74641601,6.5,2,1,2,2
2284294,AMERICAN AIRLINES (T3-G8),42.0085364,-87.91442844,5,1,1,1,1
2627220,LAS CUARTRO PERLAS,41.96126821,-87.71075304,7,1,1,0,0
12673,BEEFY'S,41.78687015,-87.8011633,4,1,1,0,0
2202317,TALAY,41.88170933,-87.65806722,3,2,1,0,0
2616684,PARKVIEW FOOD & LIQUORS,41.7412816,-87.71390133,3.5,2,2,0,0
55891,DUNAJEC,41.80126689,-87.72691925,5,1,1,1,1
25941,BOND ELEMENTARY,41.76538639,-87.65305514,5.666666667,3,2,2,2
2631036,GALIT,41.92611888,-87.64949251,0,2,1,0,0
2652683,MI LINDA COSTA CHICA,41.92416136,-87.76045394,2.666666667,3,2,0,0
1383262,LILY SUPERMARKET,41.7159162,-87.53513061,10.5,2,1,0,0
1577712,TEL-AVIV BAKERY,41.99759615,-87.70386571,13.33333333,3,2,0,0
2536770,TAQUERIA OCHOA'S #2,41.7642999,-87.7006989,10,1,1,1,1
2646965,CITY TAP HOUSE,41.88688102,-87.64952306,0,1,1,0,0
1404354,Chipotle Mexican Grill,42.00259638,-87.6609322,2.5,2,1,0,0
2470587,LA HUMITA ON WHEELS,41.85045102,-87.65879786,3,1,1,0,0
2220904,STREETERVILLE PIZZERIA & TAP,41.89252476,-87.61813383,9,2,1,1,1
2616267,RICCARDO OSTERIA,41.88545575,-87.65315631,3,1,1,0,0
2451467,PARK TO SHOP SUPERMARKET,41.84858748,-87.6417838,3,1,1,1,1
40155,POPEYES CHICKEN/INDIAN SWAAD,41.88199434,-87.63975868,4,2,1,2,1
2422780,MINGHIN CUISIN,41.88539005,-87.61898671,9,1,1,0,0
2916402,BENJAMIN E MAYS ACADEMY,41.77275433,-87.63729464,3.333333333,3,2,0,0
1981517,ST GENEVIEVE SCHOOL,41.92527177,-87.74853621,1.5,2,2,2,1
1843207,STARBUCKS,41.89416541,-87.62938903,0,1,1,0,0
2505849,WOOD FIRE COUNTER,41.88418751,-87.64111967,7,1,1,0,0
1403566,TRIPOLI TAVERN,41.91793927,-87.65722394,3.5,2,1,0,0
36823,PETE'S MARKET,41.78911255,-87.70357973,3,2,1,0,0
2646976,JIE SNACK HOUSE INC.,41.8552817,-87.63199264,3.5,2,1,0,0
4190,STAR OF SIAM,41.89076289,-87.62754901,9.5,2,1,0,0
2046683,WASHINGTON HIGH SCHOOL,41.6881094,-87.5375501,3.5,2,1,0,0
24661,Nettelhorst Elementary,41.94162999,-87.64459776,2,1,1,0,0
1879165,THE GREAT AMERICAN BAGEL (T3 ROTUNDA),42.0085364,-87.91442844,4,1,1,0,0
2108586,REMIX CAFE,41.96053473,-87.72644475,2.666666667,3,1,0,0
2510097,ACADEMY GLOBAL CITIZENSHIP SATELLITE,41.80928261,-87.74727172,3.5,2,2,0,0
2446532,ALOHA POKE,41.88418751,-87.64111967,3,1,1,0,0
2631426,KIDS WONDERLAND,41.85462852,-87.62400663,3,1,1,0,0
2653135,CLEO'S SOUTHERN CUISINE,41.81713617,-87.6068599,6,2,2,1,1
2283190,BOPNGRILL,42.00272611,-87.66093837,5,3,2,0,0
2535609,HILTON O'HARE & ANDIAMO,42.0085364,-87.91442844,5,2,1,0,0
2308668,TONY'S FINER FOODS,41.9768951,-87.69227967,11.5,2,1,0,0
2308003,OLD GROUNDS SOCIAL,41.92912424,-87.65333792,5.666666667,3,1,0,0
19267,TAQUERIA UPTOWN,41.98373477,-87.65988782,6,1,1,0,0
2384861,AMK KITCHEN BAR,41.91787257,-87.6773963,6,2,2,0,0
2535330,MIDTOWN ATHLETIC CLUB AND HOTEL,41.92584529,-87.67883572,13.33333333,6,2,0,0
75052,COCULA RESTAURANT,41.79748341,-87.72313507,11,1,1,0,0
15136,NICK'S DRIVE INN,42.0122553,-87.80677912,15.66666667,3,2,0,0
1981588,SAINT GALL SCHOOL,41.79301259,-87.70461898,0,1,1,1,1
1878465,OUR LADY OF TEPEYAC SCHOOL,41.85075292,-87.70262483,3,2,1,0,0
41051,Michelle Clark  Ac. Prep. (H/S),41.87285714,-87.75335467,2,1,1,0,0
10949,FAIRPLAY FINER FOODS INC,41.80962977,-87.64570757,1,2,1,0,0
2253875,OSTERIA DEL PASTAIO,41.89826162,-87.62516469,10.66666667,3,2,0,0
2353879,CAROLINE HEDGER APTS. FOODSERVICE,41.99821792,-87.66069526,2,2,2,2,1
2501200,TASTE OF CHICAGO 2,41.76633652,-87.57817739,11,1,1,0,0
2109877,SNACK PLANET,41.8552817,-87.63199264,5,1,1,1,1
26921,DISNEY II MAGNET,41.95048055,-87.73060545,4,1,1,0,0
1275158,SUPERMERCADO ANTONIO'S CORP.,41.84276861,-87.71001272,4,2,1,1,1
2184562,UKAI JAPANESE RESTAURANT,41.93976468,-87.65647301,2,1,1,0,0
2208688,ADA S. MCKINLEY LAKESIDE ACADEMY,41.84130767,-87.62536687,0,1,1,0,0
2457996,ADOBO GRILL,41.91104754,-87.63538198,2,1,1,0,0
2652653,GREAT SEA RESTAURANT,41.9683225,-87.71062111,5,1,1,0,0
2646453,REGAL HEALTH FOODS INTERNATIONAL,41.92918524,-87.79282994,1,1,1,0,0
26621,Wacker,41.7162148,-87.6480814,6,3,1,0,0
46660,ROOM FIVE HUNDRED,41.87401634,-87.67026083,4,1,1,0,0
38279,SELECT CUT STEAKHOUSE,41.93301205,-87.6491695,2,1,1,1,1
2647310,EL ASADERO COLOMBIANO,41.96782599,-87.76762486,2,2,1,1,1
2215767,FOURTH CHURCH DAY SCHOOL,41.89848891,-87.62455288,3,1,1,0,0
2609221,ORIGINAL PAKIZA INC.,41.90082771,-87.63718892,4.666666667,3,2,0,0
2575130,CARNICERIA LA VILLA #2,41.9197749,-87.77072653,11,1,1,0,0
2046698,WARREN ELEMENTARY,41.72677474,-87.5753162,2,1,1,1,1
2551384,THE BREWERY,41.95034769,-87.80732945,7,1,1,0,0
46291,Steinmetz  Academy,41.93563171,-87.78355194,4,1,1,0,0
2446404,SNICKERS,41.8906789,-87.6281787,10,1,1,0,0
1237,ITALIAN VILLAGE / VIVERE,41.8805919,-87.63044233,8,2,1,0,0
2548779,FAMILY FRESH MEAT MART,41.75104683,-87.61264331,3.6,5,2,0,0
49503,PITTSFIELD CAFE,41.88311169,-87.62585099,14,1,1,0,0
2320094,Porkchop,,,10,2,1,0,0
46021,Hancock (H/S),41.79149114,-87.72449161,0,1,1,0,0
2079091,RICCARDO ENOTECA,41.92061681,-87.63763126,8,1,1,0,0
2652292,11 DINING,41.87429616,-87.66761281,1,1,1,0,0
2641830,TARGET,41.99885878,-87.66078393,3,1,1,1,1
2653040,CHICAGO WINGZ AROUND THE WORLD,41.81644707,-87.62317587,2.666666667,3,2,1,1
2647877,MOBIL,41.92781351,-87.72701303,1.5,2,2,0,0
1143770,STARBUCKS COFFEE #2515,41.92361621,-87.64599112,4,1,1,1,1
2379022,L C PHO RESTAURANT,41.96842901,-87.69778528,9.5,2,1,0,0
2646374,LO MEJOR DE LO MEJOR,41.84417514,-87.72204722,1.5,2,1,1,1
2646976,JIE SNACK HOUSE INC.,41.8552817,-87.63199264,3.5,2,2,0,0
22091,JOHN AUDUBON ELEMENTARY SCHOOL,41.94509808,-87.68107885,2,1,1,1,1
2293822,,41.87917056,-87.64179614,3,1,1,1,1
1903424,SBARRO'S PIZZERIA,41.75466012,-87.74138476,4,1,1,0,0
2458539,FUTURE FOCUS DAYCARE,42.0110792,-87.69007376,9,1,1,1,1
2564393,THE SLAB BAR-B-QUE LLC,41.76633894,-87.57792917,3.2,5,1,0,0
32317,ROBINSON'S #1 RIB,41.87853128,-87.63942746,11,1,1,1,1
2608521,SHAN SHAAN TASTE,41.8552817,-87.63199264,3.5,2,2,1,1
28081,EDISON PARK ELEMENTARY SCHOOL,41.99422812,-87.81380814,4,1,1,0,0
2326906,SUPERMERCADO LA GLORIA,41.80140003,-87.72604374,9,1,1,1,1
36468,SEE THRU CHINESE KITCHEN,41.69422065,-87.6810859,9.5,2,2,2,1
2215660,"HIGHER LEARNING DAYCARE & EDUCATION CENTER, INCORPORATED",41.76285893,-87.56324918,1,1,1,0,0
3247258,MAIN BUILDING/ANNEX,41.87358321,-87.74931216,1,1,1,0,0
2124582,SNACK SHOP RESTAURANT,41.82366772,-87.63829502,18,1,1,0,0
2470577,KITSUNE,41.95867813,-87.68176383,2.5,2,1,0,0
3491849,MARIST HIGH SCHOOL,41.68399182,-87.72501728,11,1,1,1,1
2442865,THE YMCA EARLY LEARNING DEMONSTRATION CENTER,41.87669112,-87.65317662,2.333333333,3,1,0,0
1869180,POTBELLY SANDWICH WORKS,41.86754443,-87.62556862,4,1,1,0,0
2647318,CERMAK MART,41.85166149,-87.72443649,1,1,1,0,0
15575,MARATHON CAPITOL CAR WASH,41.92781351,-87.72701303,3,3,2,0,0
3247260,GEORGE LELAND ELEMENTARY MODULAR,41.87310478,-87.75102566,2,1,1,0,0
5108,DON JUAN,42.00335424,-87.81729036,19,1,1,0,0
51236,HARD ROCK CAFE,41.89312775,-87.63056252,3,1,1,0,0
2379022,L C PHO RESTAURANT,41.96842901,-87.69778528,9.5,2,1,0,0
2148023,THE BRAZILIAN BOWL,41.94021952,-87.6445522,10,1,1,0,0
2108499,TAQUERIA EL PRIMO,41.95917287,-87.72693117,5,2,1,2,1
2294115,HOLIDAY CLUB,41.95453269,-87.65469302,9.333333333,3,1,0,0
2463573,CITY PRESS JUICE & BOTTLE,41.88767774,-87.70243102,6.5,2,2,0,0
1678043,WHOLE FOODS MARKET,41.86888971,-87.63909893,3.333333333,3,2,0,0
1980784,BROTHER RICE HIGH SCHOOL,41.71125823,-87.72093947,5.5,2,2,2,1
2245326,SUPERMERCADO RIVERA,41.80058538,-87.73208608,2.8,5,1,1,2
1422751,STARBUCKS COFFEE,41.9923449,-87.7103231,7,2,1,1,1
1953839,FAMILY FOOD & DOLLAR PLUS,41.72839361,-87.66270265,4,1,1,0,0
2630672,LUELLA'S GOSPEL BIRD,41.91804839,-87.67748461,11,3,1,0,0
2269786,MERCY CIRCLE,41.71317071,-87.71373766,7,1,1,0,0
25041,Pullman,41.68879566,-87.60939383,3,1,1,1,1
2177119,CHICAGO DINER LOGAN SQUARE,41.92369526,-87.69840855,13,1,1,1,1
2493341,HELLO JASMINE,41.8552817,-87.63199264,4,1,1,0,0
7546,SUPER MERCADO EL GUERRO,41.80847124,-87.66745451,4,3,1,0,0
2405622,DUNKIN DONUTS & BASKIN ROBBINS,41.7828162,-87.68388599,2.5,2,1,0,0
2646843,PIZZERIA DEEPO,41.714,-87.66706868,10,2,2,0,0
2916402,BENJAMIN E MAYS ACADEMY,41.77275433,-87.63729464,3.333333333,3,2,0,0
1898506,KIKKA-SOUTH LOOP,41.86888971,-87.63909893,2,1,1,0,0
2308234,DUNKIN DONUTS/BASKIN ROBBINS,41.80979548,-87.59237387,1.666666667,3,2,0,0
47013,GARLAND OFFICE LLC,41.88352649,-87.6260822,13,2,2,0,0
1334497,JEWELL EVENTS CATERING,41.88957241,-87.6721301,12.5,2,1,0,0
1883543,BITES ASIAN TAPAS & SUSHI,41.94216017,-87.65228987,8,2,1,0,0
2463030,SPLIT-RAIL,41.89582528,-87.68937132,5,1,1,0,0
2517585,MEZQUITE EXPRESS # 2,41.79875026,-87.72346641,6,4,1,0,0
55054,BJ'S MARKET & BAKERY,41.73585958,-87.58577161,17,2,1,0,0
3247065,SOUTH SHORE FINE ARTS ACADEMY,41.76772772,-87.59039017,3,1,1,0,0
2647082,MAISON MARCEL,41.91849214,-87.64866909,3,4,2,0,0
24851,Pasteur,41.78688968,-87.73262962,0,1,1,1,1
40530,DUNKIN DONUTS,42.0116069,-87.80678668,3.666666667,3,1,0,0
1578895,CUETZALA GRO. RESTAURANT,42.01548128,-87.67526203,3.5,2,2,0,0
2589058,CONNIE'S PIZZA,41.85110748,-87.61286663,3,1,1,0,0
1975927,90 MILES CUBAN CAFE,41.91764973,-87.69145787,14.5,2,2,0,0
70217,Carson (New),41.79206744,-87.68847815,2.666666667,3,1,0,0
2487647,FAT POUR,41.90307675,-87.67752782,0.5,2,1,0,0
23891,Cullen,41.70036107,-87.61128176,1,1,1,1,1
2275647,JEWISH DAY SCHOOL,41.80019823,-87.5855604,4,2,1,0,0
25631,TONTI ELEMENTARY,,,2,1,1,0,0
8289,THE RACQUET CLUB OF CHICAGO,41.90763629,-87.6299523,5,1,1,1,1
2652664,KAATHIS,41.923574,-87.64593223,4.666666667,3,1,0,0
2046682,EDWARD COLES ELEMENTARY,41.74142687,-87.56593332,8,2,1,0,0
2313619,MARIANO'S,41.96892624,-87.67458649,5.5,4,1,0,0
51091,Clemente Comm  (H/S),41.90262318,-87.68686934,14.5,2,1,0,0
2575042,CHEESIE'S PUB & GRUB / SLICE OF CHEESIE'S,41.94002724,-87.65373273,8.25,4,1,0,0
2469807,SEAFOOD CITY SUPERMARKET,41.97234928,-87.74682509,8.666666667,3,2,2,2
1488341,DUNKIN DONUTS BASKIN ROBBINS,41.94566017,-87.77662242,3,1,1,1,1
3532,WOLFY'S,41.9905587,-87.69840026,10,1,1,0,0
2046683,WASHINGTON HIGH SCHOOL,41.6881094,-87.5375501,3.5,2,2,0,0
2299016,ROYAL INDIAN GRILL,41.94063435,-87.65105736,12,2,1,0,0
2328475,,41.95328748,-87.76730017,3.5,2,1,0,0
2647666,CRUSHED PIZZERIA,41.96147702,-87.66957103,3,3,1,0,0
2313790,PRIDE SUSHI AND THAI,41.99056418,-87.69728073,8,1,1,0,0
1943390,SUGAR BLISS CAKE BOUTIQUE,41.88362128,-87.6260846,5,1,1,1,1
14113,ARBY'S ROAST BEEF,41.75072749,-87.7412686,1,1,1,1,1
1515212,,41.84524939,-87.63196731,3,1,1,1,1
25179,"DIM SUM HOUSE, INC",41.845188,-87.63196653,6,1,1,0,0
2641268,STONE CREEK COFFEE,41.93981315,-87.65309086,3,2,1,0,0
2617376,CARMELO'S TACO PLACE,41.78652777,-87.69303015,1.5,2,1,0,0
2391427,KING'S BOWL,41.90856014,-87.64645269,8,1,1,1,1
2262496,EATALY,41.89239475,-87.62641534,6,2,1,0,0
11254,MOTHER MCAULEY HIGH SCHOOL,41.71314689,-87.71531465,7.5,2,1,0,0
25681,ALESSANDRO VOLTA ELEMENTARY,41.97160605,-87.72464139,3.5,2,1,0,0
2646768,DELHI SPICE,41.99749526,-87.69705608,7.333333333,3,1,0,0
2134495,TANDOOR,41.93054553,-87.64908543,7,1,1,0,0
51951,SMOKEHOUSE RESTAURANT,41.75466012,-87.74138476,2,1,1,0,0
2419505,DOLLAR TREE,41.94238351,-87.72901086,6,1,1,0,0
2522661,HAP'S GRILL FISH AND CHICKEN,41.76871573,-87.65892186,5,1,1,0,0
2636268,DOLLAR ISLAND,41.9310402,-87.77519907,2.666666667,3,2,0,0
2438029,CENTENNIAL CRAFTED BEER & EATERY,41.89574012,-87.63254635,8,1,1,0,0
2079621,BILLY'S GYROS,41.75149187,-87.60506523,6,2,2,0,0
2511628,BRACKET ROOM,41.86502021,-87.64670786,10.5,2,1,1,1
1675566,J J & ATOMIC SUB,41.77686632,-87.60599825,6,1,1,1,1
2588727,GOURMET 45,41.88874104,-87.63708054,3.5,2,2,0,0
2470308,LATIN SCHOOL OF CHICAGO LOWER SCHOOL,41.91038842,-87.63003388,3,1,1,0,0
1742580,POTBELLY SANDWICH WORKS,41.78804127,-87.80121411,5.333333333,3,2,0,0
2555515,CHICAGO TEACHERS UNION FOUNDATION,41.8876023,-87.67449183,1,1,1,0,0
2163983,WAKE 'N BACON,41.94021289,-87.64044977,4.5,2,1,2,1
24611,MOZART ELEM.SCHOOL & BRANCH ANNEX,41.92092734,-87.72192541,8.5,2,2,0,0
63178,THIRD STAR/SIXES & EIGHTS/MAIN KITCHEN,41.85207557,-87.6188508,1,2,1,1,1
1718535,MEI'S KITCHEN,41.86900222,-87.62427007,2.666666667,3,1,0,0
2560035,WILDBERRY,41.8977215,-87.62203548,5,1,1,0,0
1492342,SUBWAY,41.79551639,-87.76292466,8,1,1,0,0
1893474,EL CABALLO LOCCO,41.95468501,-87.70818516,1.666666667,3,2,0,0
2574363,DUTCH & DOC'S,41.94720223,-87.65668776,4,1,1,1,1
70070,CHICAGO MILITARY ACADEMY HIGH SCHOOL,41.83063811,-87.6191811,1,1,1,1,1
2627306,DISTRICT BREW YARDS,41.88937163,-87.66694921,10,2,2,0,0
2008723,JAMAICA JERK VILLA,41.75054754,-87.64304964,4,2,1,1,1
2215706,MCCORMICK YMCA,41.91467558,-87.7192871,3.333333333,3,1,2,2
2627302,DISTRICT BREW YARDS,41.88937163,-87.66694921,0,2,2,0,0
2517823,HOME OF THE HOAGY,41.69231136,-87.65526825,11,2,1,0,0
2470303,LATIN SCHOOL OF CHICAGO UPPER SCHOOL,41.91108516,-87.63125958,5,2,1,0,0
46141,Gage Park (H/S),,,1,1,1,1,1
11900,CASA ROMAN,42.00885647,-87.67408037,11,2,1,0,0
2477187,PEACHTREE EDUCATIONAL DAYCARE INCORPORATED,41.69205556,-87.65826984,2,1,1,0,0
25152,JOSEPHINE'S COOKIN',41.75125344,-87.6134891,13,2,1,0,0
2578250,WE ARE THE FUTURE PRESIDENTS,41.70679218,-87.64452366,4.5,2,2,2,1
2470306,LATIN SCHOOL OF CHICAGO MIDDLE SCHOOL,41.91108515,-87.6306321,3.5,2,1,0,0
3644,MAN-JO-VIN,41.94037401,-87.67852421,8,1,1,0,0
2641966,GRANT PARK BISTRO,41.87181181,-87.6243155,2,1,1,1,1
2631745,EL TEJADO MEXICAN GRILL,41.99770934,-87.76350075,4.333333333,3,1,0,0
26621,Wacker,41.7162148,-87.6480814,6,3,2,0,0
2646957,EASY SNACK,41.90952776,-87.74516846,5.5,2,1,0,0
2427793,BOOIL RESTAURANT,41.98312305,-87.71321223,1.333333333,3,2,1,2
2569228,MEET FRESH,41.8545508,-87.63028972,7,1,1,0,0
25661,MARK TWAIN ELEMENTARY,41.79905206,-87.75896524,0,1,1,0,0
32318,GOLD COAST DOGS,41.87853128,-87.63942746,9.333333333,3,2,0,0
2627300,DISTRICT BREW YARDS,41.88937163,-87.66694921,0,2,2,1,1
7778,NANCY'S HOME OF STUFFED PIZZA,41.93581018,-87.64440388,7.5,2,2,0,0
3246776,CATALYST MARIA,41.77098817,-87.69303861,2,2,2,0,0
23301,John Garvy Elementary School,41.97635262,-87.79619832,4.5,2,2,1,1
31100,EL GORDO RESTAURANT,41.9386272,-87.77083025,8,1,1,1,1
2215709,DR. EFFIE O. ELLIS YMCA HEAD START,41.88065318,-87.70626006,4,2,1,0,0
2079741,"NEW YORK DELI, INC.",41.80945774,-87.61883286,10,3,1,0,0
1166808,MARKET,41.85207557,-87.6188508,2,1,1,0,0
1878519,St. Viator,41.9464399,-87.73073818,2,2,2,0,0
2563826,RICA AREPA VENEZUELAN CAFE,41.91696265,-87.73366744,1,1,1,0,0
2652970,HELLO JASMINE,41.8545508,-87.63028972,2,1,1,0,0
2492706,WABI SABI ROTARY,41.96433623,-87.65462704,7,3,2,0,0
1573995,TNT PIZZA & BEEF,41.81887826,-87.64099728,17,2,2,0,0
2109706,AL'S UNDER THE L,41.88424821,-87.6992664,9,2,2,0,0
1892860,COSTA ALEGRE,41.91696685,-87.73335306,7,1,1,0,0
1598177,THE BRISTOL,41.92105542,-87.67788657,14.5,2,2,0,0
2261729,LOST LAKE & THANK YOU CHINESE,41.93213749,-87.70712865,5,3,1,1,1
2204272,THE ATRIUM,42.01143331,-87.66702076,6.5,2,1,0,0
2626249,THE VEGGIE GRILL,41.89323063,-87.63396462,0,1,1,1,1
38365,AUGIE'S,41.92862499,-87.6716145,19,1,1,0,0
2641967,GRANT PARK BISTRO,41.87181181,-87.6243155,0,1,1,0,0
2121246,AUNTIE ANNE'S PRETZELS & RED MANGO,41.89774086,-87.62396132,6,1,1,0,0
2536489,DOG HAUS,41.92674472,-87.65078998,11,2,1,0,0
1145755,WENDY'S,41.75466012,-87.74138476,3,1,1,0,0
2327216,LITO'S EMPANADAS,41.86920558,-87.66316445,8,1,1,1,1
2397771,HAKKA BAKKA,41.92515254,-87.66040883,9.333333333,3,1,0,0
2294115,HOLIDAY CLUB,41.95453269,-87.65469302,9.333333333,3,1,0,0
1648811,TASTE BAR CAFE,41.89774086,-87.62396132,6,1,1,0,0
2646800,MI VAQUITA,41.90233166,-87.74045894,1,2,1,0,0
2646804,MI VAQUITA,41.90233166,-87.74045894,1,2,1,0,0
23831,Holmes,41.79376044,-87.64977785,2,1,1,1,1
1869346,TURQUOISE CAFE,41.94305483,-87.6827354,1.333333333,3,1,0,0
2398386,BAND OF BOHEMIA,41.96735785,-87.67481912,7.5,2,1,0,0
2492555,BETTER GOURMET RESTAURANT,41.8552817,-87.63199264,8,1,1,1,1
2026584,SPECIALTY'S CAFE & BAKERY,41.88046315,-87.64080388,10,1,1,0,0
